Long_Desc,NutrDesc,Nutr_Val,Amount,Msre_Desc,Gm_Wgt
Soup;  chicken with rice;  canned;  condensed,22:5 n-3 (DPA),0,0.5,cup,126
Asparagus;  cooked;  boiled;  drained,22:5 n-3 (DPA),0,0.5,cup,90
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,22:5 n-3 (DPA),0,0.5,cup,91
Soup;  chicken mushroom;  canned;  condensed,22:5 n-3 (DPA),0,0.5,cup,124
Tomatoes;  crushed;  canned,22:5 n-3 (DPA),0,0.5,cup,121
Soup;  cream of celery;  canned;  condensed,22:5 n-3 (DPA),0,0.5,cup,126
Soup;  beef noodle;  canned;  condensed,22:5 n-3 (DPA),0,0.5,cup,125
Asparagus;  canned;  regular pack;  solids and liquids,22:5 n-3 (DPA),0,0.5,cup,122
Peas;  green;  canned;  regular pack;  solids and liquids,22:5 n-3 (DPA),0,0.5,cup,124
Soup;  bean with pork;  canned;  condensed,22:5 n-3 (DPA),0,0.5,cup,130
Cheese;  ricotta;  whole milk,22:5 n-3 (DPA),0,0.5,cup,124
Soup;  clam chowder;  new england;  canned;  condensed,22:5 n-3 (DPA),0.008,0.5,cup,126
Soup;  vegetable;  canned;  low sodium;  condensed,22:5 n-3 (DPA),0,0.5,cup,126
Asparagus;  cooked;  boiled;  drained;  with salt,22:5 n-3 (DPA),0,0.5,cup,90
Soup;  vegetable with beef broth;  canned;  condensed,22:5 n-3 (DPA),0,0.5,cup,123
Fat free ice cream;  no sugar added;  flavors other than chocolate,22:5 n-3 (DPA),0,0.5,cup,68
Soup;  chicken noodle;  canned;  condensed,22:5 n-3 (DPA),0,0.5,cup,124
Soup;  cream of potato;  canned;  condensed,22:5 n-3 (DPA),0,0.5,cup,124
Soup;  cheese;  canned;  condensed,22:5 n-3 (DPA),0,0.5,cup,124
Soup;  beef broth bouillon and consomme;  canned;  condensed,22:5 n-3 (DPA),0,0.5,cup,124
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,22:6 n-3 (DHA),0,0.5,cup,78
Soup;  bean with pork;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,130
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,22:6 n-3 (DHA),0,0.5,cup,142
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,22:6 n-3 (DHA),0,0.5,cup,128
Ice creams;  vanilla;  fat free,22:6 n-3 (DHA),0,0.5,cup,67
Spanish rice mix;  dry mix;  unprepared,22:6 n-3 (DHA),0,0.5,cup,70
Puddings;  tapioca;  dry mix;  prepared with whole milk,22:6 n-3 (DHA),0,0.5,cup,128
Peas;  green;  canned;  no salt added;  solids and liquids,22:6 n-3 (DHA),0,0.5,cup,124
Ice creams;  vanilla;  rich,22:6 n-3 (DHA),0.004,0.5,cup,107
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,22:6 n-3 (DHA),0,0.5,cup,147
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,22:6 n-3 (DHA),0,0.5,cup,117
Desserts;  flan;  caramel custard;  prepared-from-recipe,22:6 n-3 (DHA),0.007,0.5,cup,153
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,22:6 n-3 (DHA),0,0.5,cup,140
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,22:6 n-3 (DHA),0,0.5,cup,127
Potato salad with egg,22:6 n-3 (DHA),0.003,0.5,cup,125
Soup;  cheese;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,124
Asparagus;  cooked;  boiled;  drained,22:6 n-3 (DHA),0,0.5,cup,90
Soup;  vegetarian vegetable;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,126
Soup;  cream of onion;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,126
Fat free ice cream;  no sugar added;  flavors other than chocolate,22:6 n-3 (DHA),0,0.5,cup,68
Potatoes;  baked;  flesh;  without salt,22:6 n-3 (DHA),0,0.5,cup,61
Cereals;  QUAKER;  Quick Oats;  Dry,22:6 n-3 (DHA),0,0.5,cup,40
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,22:6 n-3 (DHA),0,0.5,cup,68
Ice cream;  soft serve;  chocolate,22:6 n-3 (DHA),0,0.5,cup,86
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,22:6 n-3 (DHA),0,0.5,cup,128
HEALTHY REQUEST;  Chicken with Rice;  condensed,22:6 n-3 (DHA),0,0.5,cup,126
Tomatoes;  crushed;  canned,22:6 n-3 (DHA),0,0.5,cup,121
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,22:6 n-3 (DHA),0,0.5,cup,80
Soup;  chicken vegetable;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,121
Soup;  beef noodle;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,125
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,22:6 n-3 (DHA),0,0.5,cup,78
Peas;  green;  canned;  regular pack;  solids and liquids,22:6 n-3 (DHA),0,0.5,cup,124
Soup;  cream of mushroom;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,126
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,22:6 n-3 (DHA),0.002,0.5,cup,124
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,22:6 n-3 (DHA),0,0.5,cup,123
Soup;  cream of celery;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,126
Asparagus;  canned;  regular pack;  solids and liquids,22:6 n-3 (DHA),0,0.5,cup,122
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,22:6 n-3 (DHA),0,0.5,cup,124
Soup;  pea;  green;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,128
Lotus root;  cooked;  boiled;  drained;  without salt,22:6 n-3 (DHA),0,0.5,cup,60
Soup;  chicken noodle;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,124
Soup;  chicken mushroom;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,124
Peas and carrots;  frozen;  unprepared,22:6 n-3 (DHA),0,0.5,cup,70
Soup;  clam chowder;  new england;  canned;  condensed,22:6 n-3 (DHA),0.011,0.5,cup,126
Asparagus;  cooked;  boiled;  drained;  with salt,22:6 n-3 (DHA),0,0.5,cup,90
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,22:6 n-3 (DHA),0,0.5,cup,91
Soup;  chicken with rice;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,126
Soup;  vegetable;  canned;  low sodium;  condensed,22:6 n-3 (DHA),0,0.5,cup,126
Soup;  cream of potato;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,124
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,22:6 n-3 (DHA),0,0.5,cup,78
Puddings;  tapioca;  dry mix;  prepared with 2% milk,22:6 n-3 (DHA),0,0.5,cup,128
Potatoes;  baked;  flesh and skin;  with salt,22:6 n-3 (DHA),0,0.5,cup,61
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,22:6 n-3 (DHA),0.005,0.5,cup,127
Frozen yogurts;  vanilla;  soft-serve,22:6 n-3 (DHA),0,0.5,cup,72
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,22:6 n-3 (DHA),0,0.5,cup,140
Egg custards;  dry mix;  prepared with 2% milk,22:6 n-3 (DHA),0.003,0.5,cup,141
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,22:6 n-3 (DHA),0,0.5,cup,142
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,22:6 n-3 (DHA),0,0.5,cup,95
Desserts;  egg custard;  baked;  prepared-from-recipe,22:6 n-3 (DHA),0.007,0.5,cup,141
Gelatin desserts;  dry mix;  prepared with water,22:6 n-3 (DHA),0,0.5,cup,135
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,22:6 n-3 (DHA),0,0.5,cup,95
Caribou;  hind quarter;  meat;  cooked (Alaska Native),22:6 n-3 (DHA),0.015,0.5,cup,66
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,22:6 n-3 (DHA),0,0.5,cup,80
Puddings;  rice;  dry mix;  prepared with 2% milk,22:6 n-3 (DHA),0,0.5,cup,128
Egg custards;  dry mix;  prepared with whole milk,22:6 n-3 (DHA),0.003,0.5,cup,141
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,22:6 n-3 (DHA),0,0.5,cup,127
Puddings;  rice;  dry mix;  prepared with whole milk,22:6 n-3 (DHA),0,0.5,cup,128
Desserts;  apple crisp;  prepared-from-recipe,22:6 n-3 (DHA),0,0.5,cup,141
Soup;  vegetable beef;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,126
Cheese;  ricotta;  whole milk,22:6 n-3 (DHA),0,0.5,cup,124
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,22:6 n-3 (DHA),0,0.5,cup,92
Soup;  beef broth bouillon and consomme;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,124
Soup;  vegetable with beef broth;  canned;  condensed,22:6 n-3 (DHA),0,0.5,cup,123
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,22:6 n-3 (DHA),0,0.5,cup,78
Cheese;  ricotta;  part skim milk,22:6 n-3 (DHA),0,0.5,cup,124
HEALTHY REQUEST;  Chicken with Rice;  condensed,Fatty acids;  total trans,0,0.5,cup,126
SUNSHINE;  CHEEZ-IT;  Snack Mix,Fatty acids;  total trans,0.17,0.5,cup,30
Soup;  clam chowder;  new england;  canned;  condensed,Fatty acids;  total trans,0.013,0.5,cup,126
Soup;  chicken noodle;  canned;  condensed,Fatty acids;  total trans,0.007,0.5,cup,124
Cereals;  QUAKER;  Whole Wheat Natural Cereal;  dry,Fatty acids;  total trans,0,0.5,cup,40
Cereals;  QUAKER;  Quick Oats with Iron;  Dry,Fatty acids;  total trans,0,0.5,cup,40
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,Fatty acids;  total trans,0.007,0.5,cup,123
Soup;  cream of mushroom;  canned;  condensed,Fatty acids;  total trans,0.023,0.5,cup,126
Potato salad with egg,Fatty acids;  total trans,0.025,0.5,cup,125
Campbell's Brown Sugar And Bacon Flavored Baked Beans,Fatty acids;  total trans,0,0.5,cup,130
Campbell's Pork and Beans,Fatty acids;  total trans,0,0.5,cup,130
SILK Nog;  soymilk,Fatty acids;  total trans,0,0.5,cup,122
PREGO Pasta;  Heart Smart- Traditional Sauce;  ready-to-serve,Fatty acids;  total trans,0,0.5,cup,130
KASHI;  Pilaf;  7 Whole Grain;  unprepared,Fatty acids;  total trans,0,0.5,cup,140
CAMPBELL'S Red and White;  Italian Style Wedding Soup;  condensed,Fatty acids;  total trans,0,0.5,cup,126
CAMPBELL'S Red and White;  Lentil Soup;  condensed,Fatty acids;  total trans,0,0.5,cup,126
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Fatty acids;  total trans,0.073,0.5,cup,128
Spanish rice mix;  dry mix;  unprepared,Fatty acids;  total trans,0.022,0.5,cup,70
CAMPBELL'S Red and White;  Chicken Barley with Mushrooms Soup;  condensed,Fatty acids;  total trans,0,0.5,cup,126
Egg custards;  dry mix;  prepared with 2% milk,Fatty acids;  total trans,0.078,0.5,cup,141
WORTHINGTON Vegetable Skallops;  canned;  unprepared,Fatty acids;  total trans,0,0.5,cup,85
Potato salad with egg,Fatty acids;  total trans-monoenoic,0.007,0.5,cup,125
Spanish rice mix;  dry mix;  unprepared,Fatty acids;  total trans-monoenoic,0.016,0.5,cup,70
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,Fatty acids;  total trans-monoenoic,0.005,0.5,cup,123
Soup;  cream of mushroom;  canned;  condensed,Fatty acids;  total trans-monoenoic,0.01,0.5,cup,126
Soup;  chicken noodle;  canned;  condensed,Fatty acids;  total trans-monoenoic,0.005,0.5,cup,124
Spanish rice mix;  dry mix;  unprepared,Fatty acids;  total trans-polyenoic,0.006,0.5,cup,70
Soup;  chicken noodle;  canned;  condensed,Fatty acids;  total trans-polyenoic,0.001,0.5,cup,124
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,Fatty acids;  total trans-polyenoic,0.001,0.5,cup,123
Soup;  cream of mushroom;  canned;  condensed,Fatty acids;  total trans-polyenoic,0.012,0.5,cup,126
Potato salad with egg,Fatty acids;  total trans-polyenoic,0.018,0.5,cup,125
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Cholesterol,7,0.5,cup,128
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),Cholesterol,0,0.5,cup,126
WORTHINGTON Vegetable Skallops;  canned;  unprepared,Cholesterol,0,0.5,cup,85
Pudding;  lemon;  dry mix;  regular;  prepared with sugar;  egg yolk and water,Cholesterol,49,0.5,cup,127
CAMPBELL'S Red and White;  Italian Style Wedding Soup;  condensed,Cholesterol,8,0.5,cup,126
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Cholesterol,11,0.5,cup,147
Potato salad with egg,Cholesterol,17,0.5,cup,125
Caribou;  hind quarter;  meat;  cooked (Alaska Native),Cholesterol,107,0.5,cup,66
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Cholesterol,0,0.5,cup,78
Puddings;  tapioca;  dry mix;  prepared with whole milk,Cholesterol,12,0.5,cup,128
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Cholesterol,7,0.5,cup,128
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,Cholesterol,0,0.5,cup,82
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,Cholesterol,0,0.5,cup,78
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,Cholesterol,0,0.5,cup,78
Beans;  snap;  yellow;  canned;  no salt added;  solids and liquids,Cholesterol,0,0.5,cup,120
Puddings;  rice;  dry mix;  prepared with 2% milk,Cholesterol,6,0.5,cup,128
SILK Nog;  soymilk,Cholesterol,0,0.5,cup,122
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Cholesterol,9,0.5,cup,127
PACE;  Spicy Jalapeno Refried Beans,Cholesterol,0,0.5,cup,120
Gelatin desserts;  dry mix;  prepared with water,Cholesterol,0,0.5,cup,135
Desserts;  flan;  caramel custard;  prepared-from-recipe,Cholesterol,90,0.5,cup,153
CAMPBELL'S Red and White;  Chicken Barley with Mushrooms Soup;  condensed,Cholesterol,4,0.5,cup,126
PACE;  Salsa Refried Beans,Cholesterol,0,0.5,cup,120
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,Cholesterol,0,0.5,cup,91
Lotus root;  cooked;  boiled;  drained;  without salt,Cholesterol,0,0.5,cup,60
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,Cholesterol,6,0.5,cup,147
Ice creams;  vanilla;  fat free,Cholesterol,0,0.5,cup,67
CAMPBELL'S Red and White;  Lentil Soup;  condensed,Cholesterol,0,0.5,cup,126
Desserts;  egg custard;  baked;  prepared-from-recipe,Cholesterol,84,0.5,cup,141
Lotus root;  cooked;  boiled;  drained;  with salt,Cholesterol,0,0.5,cup,60
Ice creams;  vanilla;  rich,Cholesterol,92,0.5,cup,107
Desserts;  apple crisp;  prepared-from-recipe,Cholesterol,0,0.5,cup,141
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Cholesterol,11,0.5,cup,142
Potatoes;  baked;  flesh and skin;  with salt,Cholesterol,0,0.5,cup,61
Campbell's Brown Sugar And Bacon Flavored Baked Beans,Cholesterol,4,0.5,cup,130
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Cholesterol,12,0.5,cup,140
Potatoes;  baked;  flesh;  with salt,Cholesterol,0,0.5,cup,61
SUNSHINE;  CHEEZ-IT;  Snack Mix,Cholesterol,0,0.5,cup,30
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Cholesterol,0,0.5,cup,80
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Cholesterol,0,0.5,cup,80
Peas;  green;  canned;  no salt added;  drained solids,Cholesterol,0,0.5,cup,85
PREGO Pasta;  Heart Smart- Traditional Sauce;  ready-to-serve,Cholesterol,0,0.5,cup,130
PACE;  Traditional Refried Beans,Cholesterol,0,0.5,cup,120
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Cholesterol,9,0.5,cup,127
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Cholesterol,0,0.5,cup,92
Puddings;  vanilla;  dry mix;  regular;  prepared with whole milk,Cholesterol,9,0.5,cup,140
Puddings;  chocolate;  dry mix;  regular;  prepared with whole milk,Cholesterol,9,0.5,cup,142
Tofu;  raw;  firm;  prepared with calcium sulfate,Cholesterol,0,0.5,cup,126
Soup;  vegetarian vegetable;  canned;  condensed,Cholesterol,0,0.5,cup,126
Soup;  clam chowder;  new england;  canned;  condensed,Cholesterol,6,0.5,cup,126
Tomatoes;  crushed;  canned,Cholesterol,0,0.5,cup,121
Beans;  snap;  canned;  all styles;  seasoned;  solids and liquids,Cholesterol,0,0.5,cup,114
Peas;  green;  frozen;  cooked;  boiled;  drained;  without salt,Cholesterol,0,0.5,cup,80
Soup;  chicken with rice;  canned;  condensed,Cholesterol,4,0.5,cup,126
Soup;  beef noodle;  canned;  condensed,Cholesterol,4,0.5,cup,125
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  without salt,Cholesterol,0,0.5,cup,92
Soup;  vegetable;  canned;  low sodium;  condensed,Cholesterol,0,0.5,cup,126
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Cholesterol,11,0.5,cup,147
Cheese;  ricotta;  whole milk,Cholesterol,51,0.5,cup,124
Peas and carrots;  frozen;  unprepared,Cholesterol,0,0.5,cup,70
Asparagus;  canned;  no salt added;  solids and liquids,Cholesterol,0,0.5,cup,122
Soup;  bean with pork;  canned;  condensed,Cholesterol,2,0.5,cup,130
Asparagus;  cooked;  boiled;  drained,Cholesterol,0,0.5,cup,90
Asparagus;  cooked;  boiled;  drained;  with salt,Cholesterol,0,0.5,cup,90
Yogurt;  frozen;  flavors not chocolate;  nonfat milk;  with low-calorie sweetener,Cholesterol,4,0.5,cup,68
Soup;  cream of celery;  canned;  condensed,Cholesterol,11,0.5,cup,126
Beans;  snap;  yellow;  canned;  regular pack;  solids and liquids,Cholesterol,0,0.5,cup,120
Soup;  pea;  green;  canned;  condensed,Cholesterol,0,0.5,cup,128
HEALTHY REQUEST;  Chicken with Rice;  condensed,Cholesterol,4,0.5,cup,126
Potatoes;  boiled;  cooked in skin;  flesh;  without salt,Cholesterol,0,0.5,cup,78
Soup;  vegetable beef;  canned;  condensed,Cholesterol,4,0.5,cup,126
Soup;  chicken vegetable;  canned;  condensed,Cholesterol,7,0.5,cup,121
Egg custards;  dry mix;  prepared with 2% milk,Cholesterol,49,0.5,cup,141
Cereals;  QUAKER;  Quick Oats;  Dry,Cholesterol,0,0.5,cup,40
Soup;  chicken noodle;  canned;  condensed,Cholesterol,8,0.5,cup,124
Soup;  cream of onion;  canned;  condensed,Cholesterol,12,0.5,cup,126
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  without salt,Cholesterol,0,0.5,cup,91
Cereals;  QUAKER;  Whole Wheat Natural Cereal;  dry,Cholesterol,0,0.5,cup,40
Turnip greens;  canned;  solids and liquids,Cholesterol,0,0.5,cup,117
Tomato products;  canned;  sauce;  with herbs and cheese,Cholesterol,3,0.5,cup,122
Beans;  lima;  immature seeds;  canned;  regular pack;  solids and liquids,Cholesterol,0,0.5,cup,124
CAMPBELL'S;  Red and White;  Chicken Noodle Soup;  condensed,Cholesterol,8,0.5,cup,123
Soup;  beef broth bouillon and consomme;  canned;  condensed,Cholesterol,0,0.5,cup,124
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,Cholesterol,0,0.5,cup,95
Soup;  vegetable with beef broth;  canned;  condensed,Cholesterol,1,0.5,cup,123
Asparagus;  canned;  regular pack;  solids and liquids,Cholesterol,0,0.5,cup,122
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra light syrup;  solids and liquids,Cholesterol,0,0.5,cup,123
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Cholesterol,11,0.5,cup,147
Tofu;  raw;  regular;  prepared with calcium sulfate,Cholesterol,0,0.5,cup,124
KASHI;  Pilaf;  7 Whole Grain;  unprepared,Cholesterol,0,0.5,cup,140
Peas;  green;  canned;  regular pack;  solids and liquids,Cholesterol,0,0.5,cup,124
Puddings;  rice;  dry mix;  prepared with whole milk,Cholesterol,11,0.5,cup,128
Campbell's Pork and Beans,Cholesterol,4,0.5,cup,130
Peas;  green;  canned;  no salt added;  solids and liquids,Cholesterol,0,0.5,cup,124
Frozen yogurts;  vanilla;  soft-serve,Cholesterol,2,0.5,cup,72
Egg custards;  dry mix;  prepared with whole milk,Cholesterol,51,0.5,cup,141
Soybeans;  mature seeds;  sprouted;  raw,Cholesterol,0,0.5,cup,35
Peas and onions;  frozen;  unprepared,Cholesterol,0,0.5,cup,69
Gelatin desserts;  dry mix;  reduced calorie;  with aspartame;  prepared with water,Cholesterol,0,0.5,cup,117
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Cholesterol,7,0.5,cup,140
Beans;  snap;  green;  canned;  no salt added;  solids and liquids,Cholesterol,0,0.5,cup,120
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  without salt,Cholesterol,0,0.5,cup,95
Soup;  chicken mushroom;  canned;  condensed,Cholesterol,8,0.5,cup,124
Puddings;  tapioca;  dry mix;  prepared with 2% milk,Cholesterol,6,0.5,cup,128
Potatoes;  baked;  flesh;  without salt,Cholesterol,0,0.5,cup,61
Soup;  cheese;  canned;  condensed,Cholesterol,3,0.5,cup,124
Potatoes;  boiled;  cooked without skin;  flesh;  without salt,Cholesterol,0,0.5,cup,78
Ice cream;  soft serve;  chocolate,Cholesterol,91,0.5,cup,86
Soup;  cream of mushroom;  canned;  condensed,Cholesterol,0,0.5,cup,126
Cereals;  QUAKER;  Quick Oats with Iron;  Dry,Cholesterol,0,0.5,cup,40
Fruit cocktail;  (peach and pineapple and pear and grape and cherry);  canned;  extra heavy syrup;  solids and liquids,Cholesterol,0,0.5,cup,130
Fat free ice cream;  no sugar added;  flavors other than chocolate,Cholesterol,0,0.5,cup,68
Potatoes;  microwaved;  cooked in skin;  flesh;  without salt,Cholesterol,0,0.5,cup,78
Cheese;  ricotta;  part skim milk,Cholesterol,31,0.5,cup,124
Soup;  cream of potato;  canned;  condensed,Cholesterol,1,0.5,cup,124
Soup;  cream of chicken;  canned;  condensed;  reduced sodium,Cholesterol,6,0.5,cup,124
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Phytosterols,0,0.5,cup,147
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Phytosterols,0,0.5,cup,127
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Phytosterols,0,0.5,cup,147
Puddings;  rice;  dry mix;  prepared with whole milk,Phytosterols,0,0.5,cup,128
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Phytosterols,0,0.5,cup,142
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Phytosterols,0,0.5,cup,140
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Phytosterols,0,0.5,cup,147
Puddings;  tapioca;  dry mix;  prepared with whole milk,Phytosterols,0,0.5,cup,128
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Stigmasterol,0,0.5,cup,128
Egg custards;  dry mix;  prepared with 2% milk,Stigmasterol,0,0.5,cup,141
Egg custards;  dry mix;  prepared with 2% milk,Campesterol,0,0.5,cup,141
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Campesterol,0,0.5,cup,128
Egg custards;  dry mix;  prepared with 2% milk,Beta-sitosterol,0,0.5,cup,141
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Beta-sitosterol,0,0.5,cup,128
Ice creams;  vanilla;  rich,Tryptophan,0.041,0.5,cup,107
Egg custards;  dry mix;  prepared with 2% milk,Tryptophan,0.052,0.5,cup,141
Puddings;  banana;  dry mix;  regular;  prepared with whole milk,Tryptophan,0.064,0.5,cup,127
Lotus root;  cooked;  boiled;  drained;  with salt,Tryptophan,0.012,0.5,cup,60
Puddings;  rice;  dry mix;  prepared with 2% milk,Tryptophan,0.039,0.5,cup,128
Peas and carrots;  frozen;  cooked;  boiled;  drained;  with salt,Tryptophan,0.022,0.5,cup,80
Beans;  snap;  yellow;  canned;  no salt added;  solids and liquids,Tryptophan,0.008,0.5,cup,120
Puddings;  vanilla;  dry mix;  instant;  prepared with whole milk,Tryptophan,0.036,0.5,cup,142
Puddings;  tapioca;  dry mix;  prepared with whole milk,Tryptophan,0.04,0.5,cup,128
Spinach;  frozen;  chopped or leaf;  cooked;  boiled;  drained;  with salt,Tryptophan,0.101,0.5,cup,95
Puddings;  rice;  dry mix;  prepared with whole milk,Tryptophan,0.039,0.5,cup,128
Turnip greens;  frozen;  cooked;  boiled;  drained;  with salt,Tryptophan,0.058,0.5,cup,82
Potatoes;  boiled;  cooked in skin;  flesh;  with salt,Tryptophan,0.029,0.5,cup,78
Peas;  green;  canned;  no salt added;  solids and liquids,Tryptophan,0.022,0.5,cup,124
Potatoes;  boiled;  cooked without skin;  flesh;  with salt,Tryptophan,0.027,0.5,cup,78
Peas;  green;  frozen;  cooked;  boiled;  drained;  with salt,Tryptophan,0.035,0.5,cup,80
Puddings;  coconut cream;  dry mix;  instant;  prepared with whole milk,Tryptophan,0.038,0.5,cup,147
Potatoes;  baked;  flesh;  with salt,Tryptophan,0.03,0.5,cup,61
Tofu;  firm;  prepared with calcium sulfate and magnesium chloride (nigari),Tryptophan,0.123,0.5,cup,126
Frozen yogurts;  vanilla;  soft-serve,Tryptophan,0.053,0.5,cup,72
Puddings;  coconut cream;  dry mix;  instant;  prepared with 2% milk,Tryptophan,0.038,0.5,cup,147
Soup;  chicken vegetable;  canned;  condensed,Tryptophan,0.025,0.5,cup,121
Puddings;  lemon;  dry mix;  instant;  prepared with whole milk,Tryptophan,0.036,0.5,cup,147
Potatoes;  baked;  flesh and skin;  with salt,Tryptophan,0.025,0.5,cup,61
Potatoes;  microwaved;  cooked in skin;  flesh;  with salt,Tryptophan,0.033,0.5,cup,78
Peas;  green;  canned;  no salt added;  drained solids,Tryptophan,0.03,0.5,cup,85
Puddings;  coconut cream;  dry mix;  regular;  prepared with 2% milk,Tryptophan,0.041,0.5,cup,140
Puddings;  banana;  dry mix;  instant;  prepared with whole milk,Tryptophan,0.061,0.5,cup,127
Puddings;  tapioca;  dry mix;  prepared with 2% milk,Tryptophan,0.041,0.5,cup,128
Tofu;  raw;  regular;  prepared with calcium sulfate,Tryptophan,0.126,0.5,cup,124
Puddings;  chocolate;  dry mix;  regular;  prepared with 2% milk,Tryptophan,0.035,0.5,cup,128
Broccoli;  frozen;  spears;  cooked;  boiled;  drained;  with salt,Tryptophan,0.032,0.5,cup,92
Puddings;  chocolate;  dry mix;  instant;  prepared with whole milk,Tryptophan,0.042,0.5,cup,147
Puddings;  coconut cream;  dry mix;  regular;  prepared with whole milk,Tryptophan,0.04,0.5,cup,140
Tofu;  raw;  firm;  prepared with calcium sulfate,Tryptophan,0.246,0.5,cup,126
Puddings;  vanilla;  dry mix;  regular;  prepared with 2% milk,Tryptophan,0.041,0.5,cup,128
Vegetables;  mixed;  frozen;  cooked;  boiled;  drained;  with salt,Tryptophan,0.029,0.5,cup,91
Gelatin desserts;  dry mix;  prepared with water,Tryptophan,0,0.5,cup,135
